Identifier,UniqueId,Name,Description,ReferencePointPeriods_0_StandardIdentifier,ReferencePointPeriods_0_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_0_ValidFrom,ReferencePointPeriods_0_Unit,ReferencePointPeriods_0_Elevation,ReferencePointPeriods_0_Uncertainty,ReferencePointPeriods_0_MeasurementDirection,ReferencePointPeriods_0_AppliedTime,ReferencePointPeriods_0_AppliedByUser,PrimarySinceDate,ReferencePointPeriods_0_Comment,ReferencePointPeriods_1_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_1_ValidFrom,ReferencePointPeriods_1_Unit,ReferencePointPeriods_1_Elevation,ReferencePointPeriods_1_MeasurementDirection,ReferencePointPeriods_1_AppliedTime,ReferencePointPeriods_1_AppliedByUser,Latitude,Longitude,ReferencePointPeriods_0_Method,DecommissionedDate,DecommissionedReason,ReferencePointPeriods_1_StandardIdentifier,ReferencePointPeriods_1_Comment,DisplayOrder
001882,974af963381041e3bbac149ce13de0d9,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.1076250+00:00,admin,,,,,,,,,,,,,,,,,
001883,604aeef2dd57453782d310132d18a3a7,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:43:14.1246400+00:00,admin,,,,,,,,,,,,,,,,,
001884,412a10c972d54309b03155e365e1d610,Ref point is 0.6ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.6,,FromBottomToTop,2021-04-30T22:43:14.1425910+00:00,admin,,,,,,,,,,,,,,,,,
001884,e3bf263ac7b1477d9d8b7b0fd5c2a6d4,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.1579230+00:00,admin,,,,,,,,,,,,,,,,,
001887,ea30a0398109454c82ba305c3ada14ad,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.1761660+00:00,admin,,,,,,,,,,,,,,,,,
001887,7ec0f688c2234bfebee7db8aee6e581f,Ref point is 1.19ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.19,,FromBottomToTop,2021-04-30T22:43:14.1918098+00:00,admin,,,,,,,,,,,,,,,,,
001887,b5782f21dfe747508aa25f1918b1663e,Ref point is 2.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.5,,FromBottomToTop,2021-04-30T22:43:14.2073250+00:00,admin,,,,,,,,,,,,,,,,,
001888,c9d0c229ba6741dab353421eb99b4fa9,Ref point is 0.7ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.7,,FromBottomToTop,2021-04-30T22:43:14.2248098+00:00,admin,,,,,,,,,,,,,,,,,
001890,017ab6e30abf468a95c324407d722cb1,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.2417020+00:00,admin,,,,,,,,,,,,,,,,,
001891,2ce454d9daa5456badda74045670bef8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.2614670+00:00,admin,,,,,,,,,,,,,,,,,
001892,29d12dd539824a9bb80c14073677086f,Ref point is 2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2,,FromBottomToTop,2021-04-30T22:43:14.2791590+00:00,admin,,,,,,,,,,,,,,,,,
001893,091ae538df2b46f38999abb9b0f76c07,Ref point is 0.83ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.83,,FromBottomToTop,2021-04-30T22:43:14.2964010+00:00,admin,,,,,,,,,,,,,,,,,
001894,e00a165f497b478ea68a7f6f0ea9916a,Ref point is 0.94ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.94,,FromBottomToTop,2021-04-30T22:43:14.3147622+00:00,admin,,,,,,,,,,,,,,,,,
001894,06530e096b464aff96571d71dd7515e8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.3293950+00:00,admin,,,,,,,,,,,,,,,,,
001894,96afdef4b1b745238b637b83e5f97878,Ref point is 1.83ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.83,,FromBottomToTop,2021-04-30T22:43:14.3449070+00:00,admin,,,,,,,,,,,,,,,,,
001894,575286db8d7a44e5affba07988aadd70,Ref point is 2.04ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.04,,FromBottomToTop,2021-04-30T22:43:14.3592530+00:00,admin,,,,,,,,,,,,,,,,,
001894,71c21742d9834362b6b16f5156251cb0,Ref point is 2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2,,FromBottomToTop,2021-04-30T22:43:14.3749300+00:00,admin,,,,,,,,,,,,,,,,,
001894,677a2eeed8d242ccabac44ce238628bd,NGVD29 0ft,,NGVD29,FALSE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:45:00.2884390+00:00,admin,,,,,,,,,,,,,,,,,
001894,baf1e3f8639c4846958e4938c6e5cd03,Top of enclosure floor,same as Ref point is 1.83ft above LSD,NGVD29,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,18.27,,FromBottomToTop,2021-05-10T19:18:15.7213630+00:00,admin,,,,,,,,,,,,,,,,,1
001896,86f6a48fa99440e692f753e93706ce69,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.3932960+00:00,admin,,,,,,,,,,,,,,,,,
001896,8fea179649004bdda713346d1f1dc12b,Ref point is 2.7ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.7,,FromBottomToTop,2021-04-30T22:43:14.4093490+00:00,admin,,,,,,,,,,,,,,,,,
001897,ac74e76ad4074b539ae00da5e7b9462f,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.4269600+00:00,admin,,,,,,,,,,,,,,,,,
001898,fadf78da1b7c42bc8eb24290766476d5,Ref point is 1.63ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.63,,FromBottomToTop,2021-04-30T22:43:14.4438700+00:00,admin,,,,,,,,,,,,,,,,,
001899,5dff5e9b2f944ca48f4b81b9099067ce,Ref point is 0.55ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.55,,FromBottomToTop,2021-04-30T22:43:14.4624838+00:00,admin,,,,,,,,,,,,,,,,,
001900,17babc10c8c3468f8aca07827723b0f8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.4828730+00:00,admin,,,,,,,,,,,,,,,,,
001901,c35064884fc3458e95ed0fca623d23e9,Ref point is 2.1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.1,,FromBottomToTop,2021-04-30T22:43:14.5018310+00:00,admin,,,,,,,,,,,,,,,,,
001902,0f143ff81b5643afb80b5ce738413c80,Ref point is 2.97ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.97,,FromBottomToTop,2021-04-30T22:43:14.5188330+00:00,admin,,,,,,,,,,,,,,,,,
001903,fa3be2c3a35a4a3cb07c4ce040ff3586,Ref point is 2.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.5,,FromBottomToTop,2021-04-30T22:43:14.5364080+00:00,admin,,,,,,,,,,,,,,,,,
001907,0214ad97c5dc482b823f3a008fb6a291,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.5545780+00:00,admin,,,,,,,,,,,,,,,,,
001908,9138e72257b8474989c43f4ab122c5d4,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.5731940+00:00,admin,,,,,,,,,,,,,,,,,
001909,840a682132cc4054aff1868fb0e81e60,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.5919190+00:00,admin,,,,,,,,,,,,,,,,,
001910,ac448184711e480380d75f8778cba077,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.6092070+00:00,admin,,,,,,,,,,,,,,,,,
001911,0f8d1fc180b0490caba2319bfc8726f4,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.6276280+00:00,admin,,,,,,,,,,,,,,,,,
001912,4872fa123d6747839d3108a43056941e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.6446850+00:00,admin,,,,,,,,,,,,,,,,,
001913,8f5715313c6249879f147f1833fcb1a2,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.6630620+00:00,admin,,,,,,,,,,,,,,,,,
001914,6483b8417b9e404b93ff712157241a4e,Ref point is 2.22ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.22,,FromBottomToTop,2021-04-30T22:43:14.6806670+00:00,admin,,,,,,,,,,,,,,,,,
001915,60d3e542ce734643a7bf5cf483fbd14c,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.7009380+00:00,admin,,,,,,,,,,,,,,,,,
001915,41029770ef234882937b0e507a3b971f,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:43:14.7156032+00:00,admin,,,,,,,,,,,,,,,,,
001916,95965bd76c1d4221bf8bf7e2d6d929e6,Ref point is 0.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.5,,FromBottomToTop,2021-04-30T22:43:14.7335480+00:00,admin,,,,,,,,,,,,,,,,,
001917,650e7be8f9cd4961890ba5fe4e51947d,Ref point is 0.3ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.3,,FromBottomToTop,2021-04-30T22:43:14.7510440+00:00,admin,,,,,,,,,,,,,,,,,
001917,83820a03ee7d442dbf07215936faaedf,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.7665948+00:00,admin,,,,,,,,,,,,,,,,,
001918,3c98d0b0c5144774a5552514a2ccc725,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.7836230+00:00,admin,,,,,,,,,,,,,,,,,
001919,e424879f215147acabffd0db770d07a3,Ref point is 0.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.4,,FromBottomToTop,2021-04-30T22:43:14.8006800+00:00,admin,,,,,,,,,,,,,,,,,
001920,843d609448034e67b9e818507148f44b,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.8184790+00:00,admin,,,,,,,,,,,,,,,,,
001920,42b8e72377964296b189cffa84a8e3c2,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:43:14.8345922+00:00,admin,,,,,,,,,,,,,,,,,
001920,3b8aaf52abf347799e9105f756571325,Ref point is 1.8ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.8,,FromBottomToTop,2021-04-30T22:43:14.8502970+00:00,admin,,,,,,,,,,,,,,,,,
001921,85d61304a2514cf0a4e820006f2c6058,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.8681520+00:00,admin,,,,,,,,,,,,,,,,,
001921,4c220ae081d944318b50d53fb10f0085,Ref point is 1.63ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.63,,FromBottomToTop,2021-04-30T22:43:14.8841990+00:00,admin,,,,,,,,,,,,,,,,,
001922,98da871ab77342da8efa91823e6c5ed9,Ref point is 0.64ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.64,,FromBottomToTop,2021-04-30T22:43:14.9025910+00:00,admin,,,,,,,,,,,,,,,,,
001922,947824c46c35425f9fa998a4e7e5d4b3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.9177330+00:00,admin,,,,,,,,,,,,,,,,,
001923,a570fe08a2dc48dfa045d5f4078ba76f,Ref point is 0.76ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.76,,FromBottomToTop,2021-04-30T22:43:14.9353458+00:00,admin,,,,,,,,,,,,,,,,,
001923,dadd4bfe946d4f57bf4dd42357a23cf3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.9509690+00:00,admin,,,,,,,,,,,,,,,,,
001924,f6145e380884488eba9b6932ae241cb9,Ref point is 0.2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.2,,FromBottomToTop,2021-04-30T22:43:14.9692480+00:00,admin,,,,,,,,,,,,,,,,,
001925,98f47a3e9d6e422791a5c819d4e8b246,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:14.9874220+00:00,admin,,,,,,,,,,,,,,,,,
001925,bebbc169ba274c8ca974832c04f4a3d8,Ref point is 1.4ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.4,,FromBottomToTop,2021-04-30T22:43:15.0035990+00:00,admin,,,,,,,,,,,,,,,,,
001926,9acc90d005134114a9904094ff3e88ba,Ref point is 0.91ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.91,,FromBottomToTop,2021-04-30T22:43:15.0284240+00:00,admin,,,,,,,,,,,,,,,,,
001926,18664ae4c50b451ba04064f2e95f61d8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.0470368+00:00,admin,,,,,,,,,,,,,,,,,
001929,a85212f747da4465a0603d92761e58ea,Ref point is 2.2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.2,,FromBottomToTop,2021-04-30T22:43:15.0731590+00:00,admin,,,,,,,,,,,,,,,,,
001931,10d6b1f086ea4993b54b76f798324cd7,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:43:15.0935978+00:00,admin,,,,,,,,,,,,,,,,,
001932,dff42b91b7eb46bc96f335b5ed6495d4,Ref point is 1.24ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.24,,FromBottomToTop,2021-04-30T22:43:15.1148680+00:00,admin,,,,,,,,,,,,,,,,,
001935,07cb3afc8d74452c964d85fbd52ebf3c,Ref point is 0.2ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.2,,FromBottomToTop,2021-04-30T22:43:15.1342720+00:00,admin,,,,,,,,,,,,,,,,,
001936,6fa5249923ea4eab8ff673419b4f4760,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.1527150+00:00,admin,,,,,,,,,,,,,,,,,
001937,3eaf0dcf78e04419bb37a4f6f6e9068e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.1716160+00:00,admin,,,,,,,,,,,,,,,,,
001937,35f384e1e5774e5db5f171a0b8a00b8a,Ref point is 3.03ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,3.03,,FromBottomToTop,2021-04-30T22:43:15.1878108+00:00,admin,,,,,,,,,,,,,,,,,
001937,ccc45726b95f49f9950dc845c1b20067,Ref point is 3.29ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,3.29,,FromBottomToTop,2021-04-30T22:43:15.2031660+00:00,admin,,,,,,,,,,,,,,,,,
001939,a6bbf262e83644b88d4682e89f74e5d3,Ref point is 1.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.45,,FromBottomToTop,2021-04-30T22:43:15.2207420+00:00,admin,,,,,,,,,,,,,,,,,
001940,53743632fe654f609aadb4be72575f7b,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.2381130+00:00,admin,,,,,,,,,,,,,,,,,
001942,60d46314d2ed4855a7f70fa759185062,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.2553420+00:00,admin,,,,,,,,,,,,,,,,,
001944,29967d9aa9b34d11b6747073d182240e,Ref point is 2.13ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.13,,FromBottomToTop,2021-04-30T22:43:15.2760270+00:00,admin,,,,,,,,,,,,,,,,,
001945,0083653f6d7c4f5393d4acebd3ee0293,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.2930592+00:00,admin,,,,,,,,,,,,,,,,,
001947,c9448dba27664bf3bb78409ab739f9b1,Ref point is 1.37ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-1.37,,FromBottomToTop,2021-04-30T22:43:15.3098340+00:00,admin,,,,,,,,,,,,,,,,,
001948,e0053f78298f4187b32a5a5e500a8309,Ref point is 2.38ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.38,,FromBottomToTop,2021-04-30T22:43:15.3268480+00:00,admin,,,,,,,,,,,,,,,,,
001949,b44ccb6c5093422c90c250661f0e0261,Ref point is 0.21ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.21,,FromBottomToTop,2021-04-30T22:43:15.3439218+00:00,admin,,,,,,,,,,,,,,,,,
001950,c0dfd8e3503b4b6cb9fbee2704f07122,Ref point is 0.07ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.07,,FromBottomToTop,2021-04-30T22:43:15.3613120+00:00,admin,,,,,,,,,,,,,,,,,
001951,889b36c4f0c44346906287a54fee089f,Ref point is 0.14ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.14,,FromBottomToTop,2021-04-30T22:43:15.3794980+00:00,admin,,,,,,,,,,,,,,,,,
001952,6d7e9eae7586499183cf87fe1a07102d,Ref point is 0.17ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.17,,FromBottomToTop,2021-04-30T22:43:15.3973270+00:00,admin,,,,,,,,,,,,,,,,,
001953,a1b78b75163548ae828876b4b82623e7,Ref point is 0.16ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.16,,FromBottomToTop,2021-04-30T22:43:15.4155920+00:00,admin,,,,,,,,,,,,,,,,,
001954,83c17cee7e6d498db79610451761d9a9,Ref point is 2.3ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.3,,FromBottomToTop,2021-04-30T22:43:15.4339140+00:00,admin,,,,,,,,,,,,,,,,,
001955,6b87b76aab53472eb0b47ac499f6ed0e,Ref point is 2.79ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.79,,FromBottomToTop,2021-04-30T22:43:15.4519110+00:00,admin,,,,,,,,,,,,,,,,,
001956,6f62676203f84619a3a3b3ebfc4187a7,Ref point is 0.36ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.36,,FromBottomToTop,2021-04-30T22:43:15.4729980+00:00,admin,,,,,,,,,,,,,,,,,
001957,342d07369ac944dc90e35c9c23bd506b,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.4929130+00:00,admin,,,,,,,,,,,,,,,,,
001958,acba73fb9b3b4361884988cc0123b9a9,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.5097908+00:00,admin,,,,,,,,,,,,,,,,,
001958,e8f9cf474b4f440c962ab753d3fd5f5e,Ref point is 2.95ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.95,,FromBottomToTop,2021-04-30T22:43:15.5252250+00:00,admin,,,,,,,,,,,,,,,,,
001960,8f17df5847874151a6cbf4f8c874a0ea,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.5426450+00:00,admin,,,,,,,,,,,,,,,,,
001960,04c76aef90c94aada7b04fd778e05fa7,Ref point is 2.83ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.83,,FromBottomToTop,2021-04-30T22:43:15.5571050+00:00,admin,,,,,,,,,,,,,,,,,
001961,53aa7a95172a4674a6ab802e5f9b4a28,Ref point is 2.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.45,,FromBottomToTop,2021-04-30T22:43:15.5751582+00:00,admin,,,,,,,,,,,,,,,,,
001962,422384697f1747c38d91638da7105310,Ref point is 0.16ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.16,,FromBottomToTop,2021-04-30T22:43:15.5934460+00:00,admin,,,,,,,,,,,,,,,,,
001963,6e23696e816f4b288921b30dc56ac0d4,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.6113680+00:00,admin,,,,,,,,,,,,,,,,,
001963,b248439fac004181b65cb20b8c6588ff,Ref point is 1.07ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.07,,FromBottomToTop,2021-04-30T22:43:15.6262970+00:00,admin,,,,,,,,,,,,,,,,,
001964,1683f9fc479a4c2faae46cb24cc45a36,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:43:15.6435670+00:00,admin,,,,,,,,,,,,,,,,,
001965,d1eab23abce24bd6a4b005bbfd602700,Ref point is 0.72ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.72,,FromBottomToTop,2021-04-30T22:43:15.6616040+00:00,admin,,,,,,,,,,,,,,,,,
001965,87aaf64e710443e09d52080d17818599,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.6773490+00:00,admin,,,,,,,,,,,,,,,,,
001965,0c8fd58036ee4799bbdd812c42e54499,Ref point is 1.05ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.05,,FromBottomToTop,2021-04-30T22:43:15.6930810+00:00,admin,,,,,,,,,,,,,,,,,
001967,dadb45fba5964d91ae54dbe9c4d16c36,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.7116840+00:00,admin,,,,,,,,,,,,,,,,,
001967,e15481e798a546d59af3391f2ab4ef31,Ref point is 1.56ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.56,,FromBottomToTop,2021-04-30T22:43:15.7278090+00:00,admin,,,,,,,,,,,,,,,,,
001971,e486efcfea1a4916a28392586b86dfc6,Ref point is 2.51ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.51,,FromBottomToTop,2021-04-30T22:43:15.7466330+00:00,admin,,,,,,,,,,,,,,,,,
001972,cd5bcae12a014f9d8ed0490e41bf09bb,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.7646958+00:00,admin,,,,,,,,,,,,,,,,,
001973,4ff954f69f04438d8b694c603f35d4d7,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.7822690+00:00,admin,,,,,,,,,,,,,,,,,
001973,cd9aa39e9a3540e6bcd9747226b10a83,Ref point is 2.92ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.92,,FromBottomToTop,2021-04-30T22:43:15.7974200+00:00,admin,,,,,,,,,,,,,,,,,
001976,5428ceb3c64b418d9e136caf13bbbdd5,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.8150720+00:00,admin,,,,,,,,,,,,,,,,,
001977,50e843709dab4b16ae0322da0a491f56,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.8329030+00:00,admin,,,,,,,,,,,,,,,,,
001977,793cb6fdea85488caa8df32ad020f4b6,Ref point is 1.91ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.91,,FromBottomToTop,2021-04-30T22:43:15.8709860+00:00,admin,,,,,,,,,,,,,,,,,
001978,add05a44dad14c72b30406b53968352f,Ref point is 2.31ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.31,,FromBottomToTop,2021-04-30T22:43:15.8895440+00:00,admin,,,,,,,,,,,,,,,,,
001979,5b8d0c12c38540d18dcd51696b2e88fe,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.9071888+00:00,admin,,,,,,,,,,,,,,,,,
001980,d788d4c487394b73939825b6679044ec,Ref point is 2.57ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.57,,FromBottomToTop,2021-04-30T22:43:15.9251190+00:00,admin,,,,,,,,,,,,,,,,,
001981,fc6f70c0006249418640753ae8c62268,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:43:15.9430562+00:00,admin,,,,,,,,,,,,,,,,,
001981,be9b7178a2c14fd0816ce19d8453768f,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:43:15.9581460+00:00,admin,,,,,,,,,,,,,,,,,
001981,e73a7b489c4d4edab95e80a65280d0d7,Ref point is 2.56ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.56,,FromBottomToTop,2021-04-30T22:43:15.9722150+00:00,admin,,,,,,,,,,,,,,,,,
