Identifier,UniqueId,Name,Description,ReferencePointPeriods_0_StandardIdentifier,ReferencePointPeriods_0_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_0_ValidFrom,ReferencePointPeriods_0_Unit,ReferencePointPeriods_0_Elevation,ReferencePointPeriods_0_Uncertainty,ReferencePointPeriods_0_MeasurementDirection,ReferencePointPeriods_0_AppliedTime,ReferencePointPeriods_0_AppliedByUser,PrimarySinceDate,ReferencePointPeriods_0_Comment,ReferencePointPeriods_1_IsMeasuredAgainstLocalAssumedDatum,ReferencePointPeriods_1_ValidFrom,ReferencePointPeriods_1_Unit,ReferencePointPeriods_1_Elevation,ReferencePointPeriods_1_MeasurementDirection,ReferencePointPeriods_1_AppliedTime,ReferencePointPeriods_1_AppliedByUser,Latitude,Longitude,ReferencePointPeriods_0_Method,DecommissionedDate,DecommissionedReason,ReferencePointPeriods_1_StandardIdentifier,ReferencePointPeriods_1_Comment,DisplayOrder
005211,ecfc79c700f64f5b8c256ad7157d71ae,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:07.6710848+00:00,admin,,,,,,,,,,,,,,,,,
005212,c8aabb4a4daa4460be808ad5300ddb88,Ref point is 0.7ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.7,,FromBottomToTop,2021-04-30T22:44:07.6875320+00:00,admin,,,,,,,,,,,,,,,,,
005213,4b647f365ae245d0945f14e60a110314,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.7040948+00:00,admin,,,,,,,,,,,,,,,,,
005214,e6a7dc73af37422d9c1cdd1a5e61d8e5,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:44:07.7204670+00:00,admin,,,,,,,,,,,,,,,,,
005216,e6024ce63ca14b78a38efda24df5ad1d,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.7374188+00:00,admin,,,,,,,,,,,,,,,,,
005217,b8e2cef4062f4746a15814c7b05cc62c,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.7544210+00:00,admin,,,,,,,,,,,,,,,,,
005218,d13eb73e429a4d6b9d5802318b1619c6,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.7719172+00:00,admin,,,,,,,,,,,,,,,,,
005219,77cc327839d24aa99a50ccfb2322d4ee,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:07.7885740+00:00,admin,,,,,,,,,,,,,,,,,
005222,b42464d664da470588265c80d30668ea,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.8050470+00:00,admin,,,,,,,,,,,,,,,,,
005223,981023466f2a4a9e9ade2dc604db423f,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.8229480+00:00,admin,,,,,,,,,,,,,,,,,
005224,e693e202d177428ba7cc62d8abb59eee,Ref point is 2.72ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.72,,FromBottomToTop,2021-04-30T22:44:07.8396980+00:00,admin,,,,,,,,,,,,,,,,,
005225,d170ae7dcf2943978e55773b98adebd9,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.8563200+00:00,admin,,,,,,,,,,,,,,,,,
005226,0cb4e3ef5522494da3ee4536b628c716,NAVD88 0ft,,NAVD88,FALSE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:45:00.5731540+00:00,admin,,,,,,,,,,,,,,,,,
005226,6874bdc34230437f911970db9d22ef71,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:44:07.8734260+00:00,admin,,,,,,,,,,,,,,,,,
005226,14e196dc26214053bf518df2224b1a73,Ref point is 1.73ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.73,,FromBottomToTop,2021-04-30T22:44:07.8882220+00:00,admin,,,,,,,,,,,,,,,,,
005226,99e4bf0db7534754a7d6b51192441227,TO 4 inch PVC casing,same as Ref point is 1.73ft above LSD,NAVD88,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,130.44,,FromBottomToTop,2021-05-10T19:18:17.6820518+00:00,admin,,,,,,,,,,,,,,,,,1
005227,18d3a833b18d447082cdb2b47ada4435,Ref point is 2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2,,FromBottomToTop,2021-04-30T22:44:07.9058520+00:00,admin,,,,,,,,,,,,,,,,,
005228,26a7b7615db9480ca800eb85d98839aa,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.9247260+00:00,admin,,,,,,,,,,,,,,,,,
005228,b3fcad7d834043dfa9bb7772a28658db,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:07.9399130+00:00,admin,,,,,,,,,,,,,,,,,
005230,659def7f43564d19862fa8ec3ef3d8fe,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.9579640+00:00,admin,,,,,,,,,,,,,,,,,
005231,7adb0c362f53491e9b466e2b1819b9a5,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.9760220+00:00,admin,,,,,,,,,,,,,,,,,
005233,3e6adc013c534f719ddb7eb3de57851e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:07.9931250+00:00,admin,,,,,,,,,,,,,,,,,
005234,c8063e55fffc4958b57c4e3e03826f89,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.0128282+00:00,admin,,,,,,,,,,,,,,,,,
005235,2d681fc1baa145978f32efa7510266bb,Ref point is 0.9ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.9,,FromBottomToTop,2021-04-30T22:44:08.0330770+00:00,admin,,,,,,,,,,,,,,,,,
005236,24882d4eceee4432acfdf555b2a5fbb1,Ref point is 0.71ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.71,,FromBottomToTop,2021-04-30T22:44:08.0520510+00:00,admin,,,,,,,,,,,,,,,,,
005236,10bc518a8db24d91aa37258734009dea,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.0687520+00:00,admin,,,,,,,,,,,,,,,,,
005236,90b0a7aa943a4902b9608dc35ad9ef1c,Ref point is 1.89ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.89,,FromBottomToTop,2021-04-30T22:44:08.0844310+00:00,admin,,,,,,,,,,,,,,,,,
005237,bc09cbe2b4974024a7ebd326f7d97b03,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.1029090+00:00,admin,,,,,,,,,,,,,,,,,
005238,7a30c1783f1f43f5bf8ec87d8363e363,Ref point is 2.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.5,,FromBottomToTop,2021-04-30T22:44:08.1212708+00:00,admin,,,,,,,,,,,,,,,,,
005240,ea8d04d8f47e4c97b4e2d1236b6235e0,Ref point is 0.25ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.25,,FromBottomToTop,2021-04-30T22:44:08.1399920+00:00,admin,,,,,,,,,,,,,,,,,
005240,0819e91334d546479af8fa157fb28fb6,Ref point is 0.3ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.3,,FromBottomToTop,2021-04-30T22:44:08.1551772+00:00,admin,,,,,,,,,,,,,,,,,
005240,4d01a604a1c242cf8ce98129f81898e8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.1712840+00:00,admin,,,,,,,,,,,,,,,,,
005241,cc7f86a9b03f4ecf9069c9b0b3f400cf,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.1883680+00:00,admin,,,,,,,,,,,,,,,,,
005243,206235737be54ef189ebfaa325fe5c4c,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.2070810+00:00,admin,,,,,,,,,,,,,,,,,
005245,3a46225765964052b0aadbc171edcdeb,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.2241240+00:00,admin,,,,,,,,,,,,,,,,,
005246,2c6024e9d047420abdd98a2027f9dd37,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.2424200+00:00,admin,,,,,,,,,,,,,,,,,
005247,d537e7c3e46a44c38f50d832c657f5fc,Ref point is 0.52ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.52,,FromBottomToTop,2021-04-30T22:44:08.2613570+00:00,admin,,,,,,,,,,,,,,,,,
005247,dfa31752cd7543ce96bebca64f2c5ba2,Ref point is 0.57ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.57,,FromBottomToTop,2021-04-30T22:44:08.2797630+00:00,admin,,,,,,,,,,,,,,,,,
005247,560aa21c162241358b096f40ba83ace5,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.2948520+00:00,admin,,,,,,,,,,,,,,,,,
005252,636d97f49e734ca291774c37f6a6060b,Ref point is 1.8ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.8,,FromBottomToTop,2021-04-30T22:44:08.3118660+00:00,admin,,,,,,,,,,,,,,,,,
005253,921469a01f82415db5ee3c07c6d163e6,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.3291718+00:00,admin,,,,,,,,,,,,,,,,,
005254,2209ca7bf9b2479784fcfa08493c0310,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:08.3478780+00:00,admin,,,,,,,,,,,,,,,,,
005255,b2e39a995eae4e7681379d4dd852aa1f,Ref point is 1.8ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.8,,FromBottomToTop,2021-04-30T22:44:08.3658360+00:00,admin,,,,,,,,,,,,,,,,,
005257,dcf8f1b85f5c409799942e26e9badf98,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.3842822+00:00,admin,,,,,,,,,,,,,,,,,
005260,4d93e2f22980417d9e628182aba8df2e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.4025950+00:00,admin,,,,,,,,,,,,,,,,,
005261,0e3406518d5e467184cfbe7d0a3ebdf0,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.4202850+00:00,admin,,,,,,,,,,,,,,,,,
005262,6ebcf6aaaac04f92b705562773c86166,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.4381890+00:00,admin,,,,,,,,,,,,,,,,,
005263,21dc69e16f124ef9b951502aaa201be3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.4566660+00:00,admin,,,,,,,,,,,,,,,,,
005265,9123a7e44aa14f6a86aa49eb11499ab8,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.4754100+00:00,admin,,,,,,,,,,,,,,,,,
005265,5211102175914951b645c282ba59fd20,Ref point is 1.05ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.05,,FromBottomToTop,2021-04-30T22:44:08.4929618+00:00,admin,,,,,,,,,,,,,,,,,
005266,e382f3ab06db42fe9502697c354604e2,NAVD88 0ft,,NAVD88,FALSE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:45:00.5892690+00:00,admin,,,,,,,,,,,,,,,,,
005266,ee609ad633ae4890bee9dbd34bf873ba,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.5133728+00:00,admin,,,,,,,,,,,,,,,,,
005266,ae241e8e92d24cb9b8197811e0cd4f61,Ref point is 1.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.45,,FromBottomToTop,2021-04-30T22:44:08.5287950+00:00,admin,,,,,,,,,,,,,,,,,
005266,f9c39f0d19c84460a519a7a60516ec96,Ref point is 2.37ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.37,,FromBottomToTop,2021-04-30T22:44:08.5442008+00:00,admin,,,,,,,,,,,,,,,,,
005266,f91babd631624ce790acba5b062ccf8f,TO 4 inch PVC casing,same as Ref point is 1.45ft above LSD,NAVD88,FALSE,2021-01-01T00:00:00.0000000+00:00,ft,128.76,,FromBottomToTop,2021-05-10T19:18:17.7914670+00:00,admin,,,,,,,,,,,,,,,,,1
005267,50a0c00493aa4e34a45706d3f7ce1b8c,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:08.5623210+00:00,admin,,,,,,,,,,,,,,,,,
005268,6365579c1f164312812be56aa792c7ff,Ref point is 0.25ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.25,,FromBottomToTop,2021-04-30T22:44:08.5799450+00:00,admin,,,,,,,,,,,,,,,,,
005269,11c3946621b84e01a34003ddc9fa0ca9,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:44:08.5988690+00:00,admin,,,,,,,,,,,,,,,,,
005270,7512049fd8a249698473eb0a4abb072f,Ref point is 0.62ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.62,,FromBottomToTop,2021-04-30T22:44:08.6171260+00:00,admin,,,,,,,,,,,,,,,,,
005271,a15293aa67b241ff909654bfc6292d58,Ref point is 0.16ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.16,,FromBottomToTop,2021-04-30T22:44:08.6365818+00:00,admin,,,,,,,,,,,,,,,,,
005271,557c0efa656140da8dbba26a5e612fc3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.6537730+00:00,admin,,,,,,,,,,,,,,,,,
005272,cebf19f088634d9da352d6ee94f18fce,Ref point is 1.3ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.3,,FromBottomToTop,2021-04-30T22:44:08.6713760+00:00,admin,,,,,,,,,,,,,,,,,
005273,c6de1734aed844dd88e89ab2c9e2d070,Ref point is 1.15ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.15,,FromBottomToTop,2021-04-30T22:44:08.6888900+00:00,admin,,,,,,,,,,,,,,,,,
005274,8578e4794c10466cb15a0d928548d0cf,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.7079630+00:00,admin,,,,,,,,,,,,,,,,,
005275,0e33e4eeb05e4ff4819d833fb739e066,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.7290400+00:00,admin,,,,,,,,,,,,,,,,,
005275,036b5a833fba420fa8aa0b84e4d887ae,Ref point is 2.6ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2.6,,FromBottomToTop,2021-04-30T22:44:08.7470050+00:00,admin,,,,,,,,,,,,,,,,,
005276,68027fb82ef646eb916faecf23203dab,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.7651970+00:00,admin,,,,,,,,,,,,,,,,,
005277,fbc51abdc5f741cbba28eec2a0c69833,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.7824200+00:00,admin,,,,,,,,,,,,,,,,,
005278,5238d1f5a4b8483fb1d15af6aaf7c09a,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:08.8004730+00:00,admin,,,,,,,,,,,,,,,,,
005280,82e719cc763b424a9974df640a57ff21,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.8193900+00:00,admin,,,,,,,,,,,,,,,,,
005281,0f43fa73a8e246eabaf178a8afa7384b,Ref point is 1.5ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.5,,FromBottomToTop,2021-04-30T22:44:08.8381550+00:00,admin,,,,,,,,,,,,,,,,,
005283,c03d49b2c1014c0380d532a47f5c50b9,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:08.8563710+00:00,admin,,,,,,,,,,,,,,,,,
005284,30303e9e058d40109e3c872273586717,Ref point is 1.41ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.41,,FromBottomToTop,2021-04-30T22:44:08.8749570+00:00,admin,,,,,,,,,,,,,,,,,
005285,5db4d0fed28b4ef3bc78614b8d0287b4,Ref point is 0.07ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.07,,FromBottomToTop,2021-04-30T22:44:08.8936730+00:00,admin,,,,,,,,,,,,,,,,,
005285,bcfde6fcf8154ffe8d41f0ebe37c2ea1,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.9139920+00:00,admin,,,,,,,,,,,,,,,,,
005286,7e683adf39f945bc97f1133923a4f806,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.9334670+00:00,admin,,,,,,,,,,,,,,,,,
005287,bb0adf185e7b45149fd19a5708b4c4db,Ref point is 1.05ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.05,,FromBottomToTop,2021-04-30T22:44:08.9506350+00:00,admin,,,,,,,,,,,,,,,,,
005288,75d3c727d10f4eee92ad33cd6d21ed01,Ref point is 0.15ft below LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,-0.15,,FromBottomToTop,2021-04-30T22:44:08.9676600+00:00,admin,,,,,,,,,,,,,,,,,
005288,e62270137b90470abae93cad55441f6f,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:08.9825860+00:00,admin,,,,,,,,,,,,,,,,,
005289,0c61e54c2eb547dabe8bd83ad31e24e3,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:09.0004612+00:00,admin,,,,,,,,,,,,,,,,,
005290,b2689a72da9e4135af82ec22ca22d274,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.0218790+00:00,admin,,,,,,,,,,,,,,,,,
005291,56b049aa0e6a4b95bb12faafcab46b72,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.0431950+00:00,admin,,,,,,,,,,,,,,,,,
005291,8121948f82974db58868f7d07ba9f446,Ref point is 1.91ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.91,,FromBottomToTop,2021-04-30T22:44:09.0629010+00:00,admin,,,,,,,,,,,,,,,,,
005292,e186534f0fe746918dbfead787a0a5c6,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.0926120+00:00,admin,,,,,,,,,,,,,,,,,
005295,9d58b235d88c43c085839588af863804,Ref point is 1.03ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.03,,FromBottomToTop,2021-04-30T22:44:09.1158790+00:00,admin,,,,,,,,,,,,,,,,,
005296,610d5a3fd6194c90a47922d62a4b0642,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.1359690+00:00,admin,,,,,,,,,,,,,,,,,
005297,e396d7430d9a41bd9b0c83b87a552c5e,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.1542690+00:00,admin,,,,,,,,,,,,,,,,,
005298,a413f12555f140c0b782ed3c4545191a,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.1719720+00:00,admin,,,,,,,,,,,,,,,,,
005300,8ab48368a9b44263be8fde4d892964d3,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.1900170+00:00,admin,,,,,,,,,,,,,,,,,
005301,93e39a6fef81491583dbd94bd4cfba47,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.2084250+00:00,admin,,,,,,,,,,,,,,,,,
005302,4a7e330bd77c4f789d23a775ab3654c9,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.2265160+00:00,admin,,,,,,,,,,,,,,,,,
005303,b442da319b8b40da844aeb6a0842a59d,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.2444430+00:00,admin,,,,,,,,,,,,,,,,,
005305,8bd3be1dc19a4b2a86c27f2f9bcb9bd4,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.2618660+00:00,admin,,,,,,,,,,,,,,,,,
005305,71da1f2833994f3ba8302b94e8c8a694,Ref point is 1.11ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.11,,FromBottomToTop,2021-04-30T22:44:09.2771450+00:00,admin,,,,,,,,,,,,,,,,,
005306,bf506a354d15455a9b6c382750bea823,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.2946260+00:00,admin,,,,,,,,,,,,,,,,,
005306,f365f9e5a5b84e7b92ad204149db51e4,Ref point is 1.73ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1.73,,FromBottomToTop,2021-04-30T22:44:09.3111150+00:00,admin,,,,,,,,,,,,,,,,,
005307,758db9cb9d604a90b608e6dd95ede6b2,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.3289500+00:00,admin,,,,,,,,,,,,,,,,,
005308,e4e65c5e3a824133b0a8f0b846c4a1ae,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.3465140+00:00,admin,,,,,,,,,,,,,,,,,
005309,d7e308e45178433f8e768cbabc770153,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.3643342+00:00,admin,,,,,,,,,,,,,,,,,
005310,b9d86d5811ae490390cd92e009435073,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.3825700+00:00,admin,,,,,,,,,,,,,,,,,
005311,2558d3931cff49c5983872086ccbaf90,Ref point is 1ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,1,,FromBottomToTop,2021-04-30T22:44:09.4007580+00:00,admin,,,,,,,,,,,,,,,,,
005312,7441755fcb5647d59404e63c841279cb,Ref point is 0.45ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0.45,,FromBottomToTop,2021-04-30T22:44:09.4183540+00:00,admin,,,,,,,,,,,,,,,,,
005314,2cd6e7a019994f56b181d8f3f44fd6b5,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.4368802+00:00,admin,,,,,,,,,,,,,,,,,
005314,da1b2b87dae64d7fa8bbe3545da171f0,Ref point is 2ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,2,,FromBottomToTop,2021-04-30T22:44:09.4535480+00:00,admin,,,,,,,,,,,,,,,,,
005316,89dee6215d6448ea9beff3ca33c90429,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.4731180+00:00,admin,,,,,,,,,,,,,,,,,
005317,6fe68299731e44c380761c2dbd078958,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.4943330+00:00,admin,,,,,,,,,,,,,,,,,
005318,048f607b06614fbb8ffe7fa1c17935af,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.5129098+00:00,admin,,,,,,,,,,,,,,,,,
005319,a53f043be8e44762a8952ab033b23315,Ref point is 0ft above LSD,,,TRUE,0001-01-01T00:00:00.0000000+00:00,ft,0,,FromBottomToTop,2021-04-30T22:44:09.5380480+00:00,admin,,,,,,,,,,,,,,,,,
