08/08/22	21:26:21	200	110	
08/08/22	21:30:46	200	111	
08/08/22	21:37:37	200	112	
08/08/22	22:06:04	200	113	
08/09/22	02:13:01	205	1538	
08/09/22	02:17:21	200	113	
08/09/22	14:10:06	200	114	
08/09/22	14:10:31	200	115	
08/09/22	14:10:56	200	116	
08/09/22	14:10:58	205	1584	
08/09/22	14:11:39	200	117	
08/09/22	14:15:17	200	117	
08/09/22	14:50:37	200	118	
08/09/22	15:06:17	200	119	
08/09/22	17:24:26	200	120	
08/10/22	02:08:54	205	1542	
08/10/22	02:13:14	200	120	
08/10/22	14:06:50	205	1662	
08/10/22	14:11:10	200	120	
08/10/22	15:12:24	200	121	
08/10/22	15:14:43	200	122	
08/10/22	15:15:04	200	124	
08/10/22	15:15:26	200	125	
08/10/22	15:16:18	200	126	
08/10/22	15:16:57	200	127	
08/10/22	15:17:19	200	128	
08/10/22	15:17:39	200	129	
08/10/22	15:18:00	200	130	
08/10/22	15:18:23	200	131	
08/10/22	15:18:44	200	133	
08/10/22	15:19:05	200	134	
08/10/22	15:19:27	200	135	
08/10/22	15:19:54	200	136	
08/10/22	15:20:45	200	137	
08/10/22	15:21:47	200	138	
08/10/22	15:22:24	200	139	
08/10/22	15:23:17	200	140	
08/10/22	15:24:09	200	141	
08/10/22	15:24:58	200	142	
08/10/22	17:16:10	200	143	
08/11/22	02:04:46	205	1544	
08/11/22	02:09:06	200	143	
08/11/22	14:02:43	205	1665	
08/11/22	14:07:03	200	143	
08/12/22	02:00:39	205	1552	
08/12/22	02:04:59	200	143	
08/12/22	02:13:29	200	144	
08/12/22	02:14:43	200	145	
08/12/22	02:20:49	200	146	
08/12/22	02:22:14	200	147	
08/12/22	02:22:49	200	148	
08/12/22	13:58:35	205	1661	
08/12/22	14:02:55	200	148	
08/12/22	14:14:00	200	149	
08/12/22	14:15:00	200	150	
08/12/22	14:15:41	200	151	
08/12/22	14:16:39	200	152	
08/12/22	14:17:27	200	153	
08/12/22	14:18:01	200	154	
08/12/22	14:18:38	200	155	
08/12/22	14:19:19	200	156	
08/12/22	14:20:10	200	157	
08/12/22	14:20:53	200	158	
08/12/22	14:21:43	200	159	
08/12/22	14:22:41	200	160	
08/12/22	14:23:58	200	161	
08/12/22	14:25:45	200	162	
08/12/22	14:28:21	200	163	
08/12/22	14:29:28	200	164	
08/12/22	14:30:13	200	165	
08/12/22	14:30:52	200	166	
08/12/22	14:31:34	200	167	
08/12/22	14:32:25	200	168	
08/12/22	14:33:09	200	169	
08/12/22	14:33:54	200	170	
08/12/22	14:34:31	200	171	
08/12/22	14:35:48	200	172	
08/12/22	14:36:55	200	173	
08/12/22	14:38:14	200	174	
08/12/22	14:39:24	200	175	
08/12/22	14:40:19	200	176	
08/12/22	14:41:25	200	177	
08/12/22	14:43:09	200	178	
08/12/22	14:44:32	200	179	
08/12/22	14:45:43	200	180	
08/12/22	14:47:08	200	181	
08/12/22	14:48:19	200	182	
08/12/22	14:49:05	200	183	
08/12/22	14:49:50	200	184	
08/12/22	14:50:25	200	185	
08/12/22	14:51:00	200	186	
08/12/22	14:51:44	200	187	
08/12/22	14:52:26	200	188	
08/12/22	14:53:13	200	189	
08/12/22	14:54:20	200	190	
08/12/22	14:55:14	200	191	
08/12/22	14:56:23	200	192	
08/12/22	14:57:45	200	193	
08/12/22	14:59:07	200	194	
08/12/22	15:00:26	200	195	
08/12/22	15:02:00	200	196	
08/12/22	15:03:01	200	197	
08/12/22	15:04:00	200	198	
08/12/22	15:04:52	200	199	
08/12/22	15:05:37	200	200	
08/12/22	15:06:14	200	201	
08/12/22	15:06:56	200	202	
08/12/22	15:07:42	200	203	
08/12/22	15:08:37	200	204	
08/12/22	15:09:50	200	205	
08/12/22	15:12:04	200	206	
08/12/22	15:14:49	200	207	
08/12/22	15:24:04	200	208	
08/13/22	01:56:32	205	1547	
08/13/22	02:00:52	200	208	
08/13/22	13:54:28	205	1662	
08/13/22	13:58:48	200	208	
08/13/22	15:39:33	200	209	
08/13/22	15:40:36	200	210	
08/13/22	15:42:39	200	211	
08/13/22	15:46:54	200	212	
08/13/22	15:53:55	200	213	
08/13/22	17:42:43	200	214	
08/13/22	17:43:08	200	215	
08/13/22	17:43:38	200	216	
08/13/22	17:43:59	200	217	
08/13/22	17:44:20	200	218	
08/13/22	17:44:43	200	219	
08/13/22	17:44:56	200	220	
08/13/22	17:45:17	200	223	
08/13/22	17:45:40	200	225	
08/13/22	17:46:01	200	227	
08/13/22	17:46:22	200	231	
08/13/22	17:46:44	200	234	
08/13/22	17:46:50	200	235	
08/13/22	17:47:12	200	238	
08/13/22	17:47:34	200	241	
08/13/22	17:47:55	200	244	
08/13/22	17:48:16	200	246	
08/13/22	17:48:38	200	247	
08/13/22	17:48:59	200	250	
08/13/22	17:49:20	200	251	
08/13/22	17:49:43	200	252	
08/13/22	17:50:03	200	253	
08/13/22	17:50:11	200	254	
08/13/22	17:50:34	200	255	
08/13/22	17:50:55	200	256	
08/13/22	17:51:16	200	257	
08/13/22	17:51:38	200	259	
08/13/22	17:51:59	200	260	
08/13/22	17:52:20	200	262	
08/13/22	17:52:42	200	264	
08/13/22	17:53:03	200	266	
08/13/22	17:53:24	200	268	
08/13/22	17:53:33	200	269	
08/13/22	17:53:54	200	270	
08/13/22	17:54:15	200	273	
08/13/22	17:54:38	200	276	
08/13/22	17:54:59	200	278	
08/13/22	17:55:20	200	282	
08/13/22	17:55:42	200	285	
08/13/22	17:56:03	200	288	
08/13/22	17:56:24	200	293	
08/13/22	17:56:46	200	295	
08/13/22	17:56:49	200	296	
08/13/22	17:57:10	200	299	
08/13/22	17:57:32	200	302	
08/13/22	17:57:53	200	305	
08/13/22	17:58:14	200	308	
08/13/22	17:58:37	200	311	
08/13/22	17:58:57	200	313	
08/13/22	17:59:18	200	316	
08/13/22	17:59:41	200	318	
08/13/22	18:00:02	200	319	
08/13/22	18:00:24	200	320	
08/13/22	18:03:24	200	321	
08/13/22	18:07:52	200	322	
08/13/22	18:36:58	200	323	
08/13/22	18:42:26	200	324	
08/13/22	18:44:56	200	325	
08/13/22	18:51:56	200	326	
08/13/22	19:06:39	200	327	
08/13/22	19:13:00	200	328	
08/13/22	19:14:25	200	329	
08/13/22	19:15:45	200	330	
08/13/22	19:17:00	200	331	
08/13/22	19:19:15	200	332	
08/13/22	19:22:10	200	333	
08/13/22	19:26:14	200	334	
08/13/22	19:28:15	200	335	
08/13/22	19:29:23	200	336	
08/13/22	19:30:38	200	337	
08/13/22	19:32:09	200	338	
08/13/22	19:33:10	200	339	
08/13/22	19:33:58	200	340	
08/13/22	19:34:48	200	341	
08/13/22	19:35:38	200	342	
08/13/22	19:36:31	200	343	
08/13/22	19:37:33	200	344	
08/13/22	19:38:46	200	345	
08/13/22	19:40:00	200	346	
08/13/22	19:42:00	200	347	
08/13/22	19:44:00	200	348	
08/13/22	19:46:29	200	349	
08/13/22	19:48:37	200	350	
08/13/22	19:53:19	200	351	
08/13/22	19:58:48	200	352	
08/14/22	01:51:49	205	1540	
08/14/22	01:56:08	200	352	
08/14/22	05:11:26	200	353	
08/14/22	13:48:52	205	1666	
08/14/22	13:53:11	200	353	
08/15/22	01:45:55	205	1553	
08/15/22	01:50:14	200	353	
08/15/22	13:42:58	205	1626	
08/15/22	13:47:17	200	353	
08/16/22	01:40:01	205	1552	
08/16/22	01:44:21	200	353	
08/16/22	13:37:04	205	1565	
08/16/22	13:41:24	200	353	
08/17/22	01:34:07	205	1547	
08/17/22	01:38:27	200	353	
08/17/22	13:31:10	205	1666	
08/17/22	13:35:30	200	353	
08/17/22	15:18:45	200	354	
08/18/22	01:28:13	205	1551	
08/18/22	01:32:33	200	354	
08/18/22	11:13:19	200	355	
08/18/22	11:18:59	200	356	
08/18/22	11:24:48	200	357	
08/18/22	11:31:11	200	358	
08/18/22	11:37:35	200	359	
08/18/22	11:43:47	200	360	
08/18/22	11:48:50	200	361	
08/18/22	11:57:39	200	362	
08/18/22	12:10:45	200	363	
08/18/22	12:18:09	200	364	
08/18/22	13:21:05	200	365	
08/18/22	13:25:16	205	1556	
08/18/22	13:29:36	200	365	
08/19/22	01:22:19	205	1548	
08/19/22	01:26:39	200	365	
08/19/22	13:19:22	205	1666	
08/19/22	13:23:42	200	365	
08/20/22	01:16:26	205	1549	
08/20/22	01:20:45	200	365	
08/20/22	13:12:13	200	366	
08/20/22	13:12:37	200	367	
08/20/22	13:12:57	200	368	
08/20/22	13:13:18	200	369	
08/20/22	13:13:41	205	1565	200	370	
08/20/22	13:14:01	200	371	
08/20/22	13:14:23	200	372	
08/20/22	13:15:18	200	373	
08/20/22	13:16:13	200	374	
08/20/22	13:17:06	200	375	
08/20/22	13:17:34	200	376	
08/20/22	13:17:54	200	376	
08/20/22	13:18:15	200	377	
08/20/22	13:18:47	200	378	
08/20/22	13:19:15	200	379	
08/20/22	13:19:42	200	380	
08/20/22	13:20:05	200	381	
08/20/22	13:20:26	200	382	
08/20/22	13:20:48	200	383	
08/20/22	13:20:49	200	384	
08/20/22	13:21:11	200	386	
08/20/22	13:21:33	200	388	
08/20/22	13:21:54	200	389	
08/20/22	13:22:15	200	392	
08/20/22	13:22:37	200	394	
08/20/22	13:22:58	200	395	
08/20/22	13:23:19	200	396	
08/20/22	13:23:42	200	398	
08/20/22	13:24:02	200	399	
08/20/22	13:24:24	200	400	
08/20/22	13:24:46	200	402	
08/20/22	13:25:07	200	403	
08/20/22	13:25:28	200	404	
08/20/22	13:25:50	200	405	
08/20/22	13:26:03	200	406	
08/20/22	13:26:24	200	407	
08/20/22	13:26:46	200	408	
08/20/22	13:27:07	200	410	
08/20/22	13:27:28	200	411	
08/20/22	13:27:51	200	413	
08/20/22	13:27:52	200	414	
08/20/22	13:28:13	200	415	
08/20/22	13:28:36	200	416	
08/20/22	13:28:57	200	417	
08/20/22	13:29:18	200	418	
08/20/22	13:29:40	200	419	
08/20/22	13:30:01	200	420	
08/20/22	13:30:22	200	421	
08/20/22	13:30:44	200	422	
08/20/22	13:31:08	200	423	
08/20/22	13:31:29	200	424	
08/20/22	13:31:51	200	425	
08/20/22	13:32:24	200	426	
08/20/22	13:34:32	200	427	
08/20/22	13:37:21	200	428	
08/20/22	17:02:50	200	429	
08/21/22	01:10:32	205	1541	
08/21/22	01:14:52	200	429	
08/21/22	13:07:35	205	1666	
08/21/22	13:11:55	200	429	
08/22/22	01:04:38	205	1551	
08/22/22	01:08:58	200	429	
08/22/22	13:01:42	205	1666	
08/22/22	13:06:01	200	429	
08/23/22	00:58:45	205	1552	
08/23/22	01:03:04	200	429	
08/23/22	12:55:48	205	1664	
08/23/22	13:00:07	200	429	
08/23/22	17:12:56	200	430	
08/23/22	17:18:34	200	431	
08/23/22	17:22:53	200	432	
08/23/22	17:27:00	200	433	
08/23/22	17:32:01	200	434	
08/23/22	17:47:32	200	435	
08/23/22	18:00:13	200	436	
08/23/22	18:12:53	200	437	
08/23/22	18:23:39	200	438	
08/23/22	18:40:39	200	439	
08/24/22	00:52:51	205	1547	
08/24/22	00:57:10	200	439	
08/24/22	12:49:54	205	1665	
08/24/22	12:54:13	200	439	
08/25/22	00:46:57	205	1549	
08/25/22	00:51:16	200	439	
08/25/22	12:44:00	205	1595	
08/25/22	12:48:19	200	439	
08/25/22	16:48:29	200	440	
08/25/22	16:49:11	200	441	
08/25/22	16:49:39	200	442	
08/25/22	16:50:08	200	443	
08/25/22	16:50:31	200	444	
08/25/22	16:50:55	200	445	
08/25/22	16:51:16	200	446	
08/25/22	16:51:37	200	447	
08/25/22	16:52:00	200	448	
08/25/22	16:52:20	200	449	
08/25/22	16:52:36	200	450	
08/25/22	16:52:59	200	451	
08/25/22	16:53:19	200	452	
08/25/22	16:53:41	200	453	
08/25/22	16:54:04	200	454	
08/25/22	16:54:28	200	455	
08/25/22	16:54:53	200	456	
08/25/22	16:55:16	200	457	
08/25/22	16:55:37	200	459	
08/25/22	16:55:59	200	460	
08/25/22	16:56:20	200	461	
08/25/22	16:56:41	200	462	
08/25/22	16:56:59	200	463	
08/25/22	16:57:25	200	464	
08/25/22	16:57:57	200	465	
08/25/22	16:58:32	200	466	
08/25/22	16:59:18	200	467	
08/25/22	17:00:07	200	468	
08/25/22	17:00:54	200	469	
08/25/22	17:01:50	200	470	
08/25/22	17:02:58	200	471	
08/25/22	17:04:37	200	472	
08/25/22	17:06:52	200	473	
08/25/22	17:11:26	200	474	
08/25/22	17:19:48	200	475	
08/25/22	17:31:56	200	476	
08/25/22	17:55:03	200	477	
08/25/22	18:01:39	200	478	
08/25/22	18:05:07	200	479	
08/25/22	18:08:00	200	480	
08/25/22	18:10:40	200	481	
08/25/22	18:14:12	200	482	
08/25/22	18:17:42	200	483	
08/26/22	00:41:03	205	1539	
08/26/22	00:45:23	200	483	
08/26/22	11:12:42	200	484	
08/26/22	12:38:06	205	1622	
08/26/22	12:42:26	200	484	
08/26/22	16:41:51	200	485	
08/27/22	00:35:09	205	1551	
08/27/22	00:39:29	200	485	
08/27/22	11:21:15	200	486	
08/27/22	12:32:12	205	1632	
08/27/22	12:36:32	200	486	
08/27/22	15:57:34	200	487	
08/27/22	16:35:30	200	488	
08/27/22	16:47:12	200	489	
08/27/22	16:51:52	200	490	
08/27/22	16:55:09	200	491	
08/27/22	17:02:50	200	492	
08/27/22	17:14:58	200	493	
08/27/22	17:23:25	200	494	
08/27/22	17:31:38	200	495	
08/27/22	17:45:19	200	496	
08/27/22	18:04:22	200	497	
08/27/22	20:53:49	200	498	
08/28/22	00:29:15	205	1543	
08/28/22	00:33:35	200	498	
08/28/22	12:26:18	205	1555	
08/28/22	12:30:38	200	498	
08/28/22	18:11:27	200	499	
08/29/22	00:23:21	205	1552	
08/29/22	00:27:41	200	499	
08/29/22	12:20:24	205	1605	
08/29/22	12:24:44	200	499	
08/29/22	13:12:22	200	500	
08/29/22	16:20:00	200	501	
08/30/22	00:17:28	205	1554	
08/30/22	00:21:47	200	501	
08/30/22	12:14:31	205	1562	
08/30/22	12:18:50	200	501	
08/30/22	18:36:54	200	502	
08/30/22	18:38:08	200	503	
08/30/22	18:38:32	200	504	
08/30/22	18:38:58	200	505	
08/30/22	18:39:27	200	506	
08/30/22	18:40:17	200	507	
08/30/22	18:40:41	200	508	
08/30/22	18:41:02	200	509	
08/30/22	18:41:23	200	510	
08/30/22	18:41:46	200	511	
08/30/22	18:42:41	200	512	
08/31/22	00:11:34	205	1546	
08/31/22	00:15:53	200	512	
08/31/22	10:13:43	200	513	
08/31/22	12:08:37	205	1550	
08/31/22	12:12:56	200	513	
08/31/22	14:22:44	200	514	
08/31/22	17:45:23	200	515	
08/31/22	18:05:00	200	516	
08/31/22	18:15:45	200	517	
08/31/22	18:37:53	200	518	
08/31/22	21:09:00	200	519	
09/01/22	00:05:40	205	1548	
09/01/22	00:09:59	200	519	
09/01/22	12:02:43	205	1571	
09/01/22	12:07:02	200	519	
09/01/22	13:18:46	200	520	
09/01/22	13:19:59	200	521	
09/01/22	13:21:06	200	522	
09/01/22	13:22:01	200	523	
09/01/22	13:23:21	200	524	
09/01/22	13:23:55	200	525	
09/01/22	13:24:34	200	526	
09/01/22	13:25:13	200	527	
09/01/22	13:25:58	200	528	
09/01/22	13:26:45	200	529	
09/01/22	13:27:54	200	530	
09/01/22	13:30:56	200	531	
09/01/22	13:33:22	200	532	
09/01/22	13:37:30	200	533	
09/01/22	13:42:43	200	534	
09/01/22	13:48:15	200	535	
09/01/22	13:59:48	200	536	EOF
